year,qid,base_labels
2020,valued_work,B27. I feel valued for the work I do (% strongly agree or agree)
2020,valued_work,I feel valued for the work I do
2021,valued_work,B27. I feel valued for the work I do (% strongly agree or agree)
2022,valued_work,B27. I feel valued for the work I do (% strongly agree or agree)
2018,wellbeing_anxiety_high,W04
2018,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% 6-10) 
(0=not at all anxious, 10=completely anxious)"
2018,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10)"
2019,wellbeing_anxiety_high,W04
2019,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% 6-10) 
(0=not at all anxious, 10=completely anxious)"
2019,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10)"
2020,wellbeing_anxiety_high,"Overall, how anxious did you feel yesterday? [0: Not at all anxious, 10: Completely anxious]"
2020,wellbeing_anxiety_high,"W04: Overall, how anxious did you feel yesterday? (% rating 6 to 10, where 10 is 'completely anxious')"
2020,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')"
2021,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')"
2022,wellbeing_anxiety_high,"W04. Overall, how anxious did you feel yesterday? (% rating 6-10, where 10 is 'completely anxious')"
2009,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all happy, 10=completely anxious)"
2010,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all happy, 10=completely anxious)"
2011,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all happy, 10=completely anxious)"
2012,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all happy, 10=completely anxious)"
2012,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
2013,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all happy, 10=completely anxious)"
2013,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) (0=not at all happy, 10=completely anxious)"
2013,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
2014,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) (0=not at all anxious, 10=completely anxious)"
2014,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
2015,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious)"
2015,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
2016,wellbeing_anxiety_low,W04
2016,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious)"
2016,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
2017,wellbeing_anxiety_low,W04
2017,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% 0-3) 
(0=not at all anxious, 10=completely anxious)"
2017,wellbeing_anxiety_low,"W04. Overall, how anxious did you feel yesterday? (% rating 0-3)"
2009,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2010,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2011,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2012,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2012,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2013,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2013,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) (0=not at all happy, 10=completely happy)"
2013,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2014,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) (0=not at all happy, 10=completely happy)"
2014,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2015,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2015,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2016,wellbeing_happiness,W03
2016,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2016,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2017,wellbeing_happiness,W03
2017,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2017,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2018,wellbeing_happiness,W03
2018,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2018,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2019,wellbeing_happiness,W03
2019,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% 7-10) 
(0=not at all happy, 10=completely happy)"
2019,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10)"
2020,wellbeing_happiness,"Overall, how happy did you feel yesterday? [0: Not at all happy, 10: Completely happy]"
2020,wellbeing_happiness,"W03: Overall, how happy did you feel yesterday? (% rating 7 to 10, where 10 is 'completely happy')"
2020,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')"
2021,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')"
2022,wellbeing_happiness,"W03. Overall, how happy did you feel yesterday? (% rating 7-10, where 10 is 'completely happy')"
2009,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2010,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2011,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2012,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2012,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2013,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2013,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) (0=not at all satisfied, 10=completely satisfied)"
2013,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2014,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) (0=not at all satisfied, 10=completely satisfied)"
2014,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2015,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2015,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2016,wellbeing_satisfaction,W01
2016,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2016,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2017,wellbeing_satisfaction,W01
2017,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2017,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2018,wellbeing_satisfaction,W01
2018,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2018,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2019,wellbeing_satisfaction,W01
2019,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% 7-10) 
(0=not at all satisfied, 10=completely satisfied)"
2019,wellbeing_satisfaction,"W01. Overall, how satisfied are you with your life nowadays? (% rating 7-10)"
2020,wellbeing_satisfaction,"Overall, how satisfied are you with your life nowadays? [0: Not at all satisfied, 10: Completely satisfed]"
