obj,obj_class,obj_vals,stripped_vals
qm_2021_mean,tbl_df,"E03. Have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)","have you been bullied or harassed at work, in the past 12 months? (% prefer not to say)"
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Comments about my personal appearance (% of those ticking at least one E03A option),nature of bullying and/or harassment: comments about my personal appearance (% of those ticking at least one
qm_2021_mean,tbl_df,"E03A. Nature of bullying and/or harassment: Sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one E03A option)","nature of bullying and/or harassment: sexual harassment (e.g. sexual comments or jokes, unwelcome sexual advances, touching or assault) (% of those ticking at least one"
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Spreading gossip or making false accusations about me (% of those ticking at least one E03A option),nature of bullying and/or harassment: spreading gossip or making false accusations about me (% of those ticking at least one
qm_2021_mean,tbl_df,"E03A. Nature of bullying and/or harassment: Intimidation or verbal aggression (e.g. shouting, swearing, making threats) (% of those ticking at least one E03A option)","nature of bullying and/or harassment: intimidation or verbal aggression (e.g. shouting, swearing, making threats) (% of those ticking at least one"
qm_2021_mean,tbl_df,"E03A. Nature of bullying and/or harassment: Physical assault (e.g. object thrown at me, pushed, hit): (% of those ticking at least one E03A option)","nature of bullying and/or harassment: physical assault (e.g. object thrown at me, pushed, hit): (% of those ticking at least one"
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Humiliated in front of team or others (% of those ticking at least one E03A option),nature of bullying and/or harassment: humiliated in front of team or others (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Negative Micromanagement (e.g. excessive control; made to feel incompetent) (% of those ticking at least one E03A option),nature of bullying and/or harassment: negative micromanagement (e.g. excessive control; made to feel incompetent) (% of those ticking at least one
qm_2021_mean,tbl_df,"E03A. Nature of bullying and/or harassment: Removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% of those ticking at least one E03A option)","nature of bullying and/or harassment: removal of job responsibilities, unconstructive criticism, or impossible/changing expectations (% of those ticking at least one"
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Treated less favourably to others (% of those ticking at least one E03A option),nature of bullying and/or harassment: treated less favourably to others (% of those ticking at least one
qm_2021_mean,tbl_df,"E03A. Nature of bullying and/or harassment: Ignored, excluded, marginalised (% of those ticking at least one E03A option)","nature of bullying and/or harassment: ignored, excluded, marginalised (% of those ticking at least one"
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Undermining or taking credit for my work (% of those ticking at least one E03A option),nature of bullying and/or harassment: undermining or taking credit for my work (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Denied time off for personal ill health (% of those ticking at least one E03A option),nature of bullying and/or harassment: denied time off for personal ill health (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Denied time off for family or caring responsibilities (% of those ticking at least one E03A option),nature of bullying and/or harassment: denied time off for family or caring responsibilities (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Disclosure of personal/sensitive information to colleagues without my consent (% of those ticking at least one E03A option),nature of bullying and/or harassment: disclosure of personal/sensitive information to colleagues without my consent (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Unhelpful comments about my mental health or being off sick (% of those ticking at least one E03A option),nature of bullying and/or harassment: unhelpful comments about my mental health or being off sick (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Something else not listed here (% of those ticking at least one E03A option),nature of bullying and/or harassment: something else not listed here (% of those ticking at least one
qm_2021_mean,tbl_df,E03A. Nature of bullying and/or harassment: Prefer not to say (% of those ticking at least one E03A option),nature of bullying and/or harassment: prefer not to say (% of those ticking at least one
qm_2021_mean,tbl_df,E04_01. Who bullied and/or harassed you? A colleague in my Area/Directorate/Division (% of those ticking at least one E04 option),who bullied and/or harassed you? a colleague in my area/directorate/division (% of those ticking at least one
qm_2021_mean,tbl_df,E04_02. Who bullied and/or harassed you? A colleague in a different Area/Directorate/Division of [my organisation] (% of those ticking at least one E04 option),who bullied and/or harassed you? a colleague in a different area/directorate/division of my organisation (% of those ticking at least one
qm_2021_mean,tbl_df,E04_03. Who bullied and/or harassed you? My manager (% of those ticking at least one E04 option),who bullied and/or harassed you? my manager (% of those ticking at least one
qm_2021_mean,tbl_df,E04_04. Who bullied and/or harassed you? Another senior member of staff in [my organisation] (% of those ticking at least one E04 option),who bullied and/or harassed you? another senior member of staff in my organisation (% of those ticking at least one
